#;;X
COLONIAL_RANGE;Колониальная дистанция: §G+$VAL$§W;X
MODIFIER_LOCAL_SHIP_BUILD;Время строительства кораблей в провинции;X
CB_ALLOWED_ANNEX;Полное присоединение;X
CB_ALLOWED_ADD_TO_SPHERE;Присоединение к сфере;X
CB_ALLOWED_RELEASE_PUPPET;Освобождение вассала;X
CB_ALLOWED_STATUS_QUO;Возвращение к статусу-кво;X
CB_ALLOWED_TRANSFER_PROVINCES;Передача провинций;X
CB_ALLOWED_PRESTIGE;Снижение престижа;X
CB_ALLOWED_CONCESSION;Признание поражения;X
PROCEED;Принять;X
MAINTENANCE_DESC;Требуется товаров для работы:;X
MISSING_MAINTENANCE;Поскольку фабрике не хватает материалов, выпуск ею товаров сокращается на §R$PERC$§W.;X
PROCEED;Принять;X
TRADE_CONFIRM_DESC;Ручное управление торговли означает, что нам однажды может потребоваться взять заем, чтобы купить требуемый товар.;X
ENDGAME_HEADLINE;Конец игры;X
ENDGAME_DESC;Прошло сто судьбоносных лет, и теперь вы вступаете в современную эпоху. За это время мир изменился просто радикально. А что произошло с вашей страной?;X
NEEDS_BOUGHT;Ожидаемые нужды на сегодня:;X
TOTAL_NEEDS_BOUGHT;Ожидаемые затраты на нужды:;X
TOTAL_SOLD_FOR;Вчера мы произвели $NUM$ ед. товара §Y$GOOD$§W, которые были проданы за $CASH$¤.;X
COULDNT_AFFORD;Фабрика не смогла вчера приобрести все необходимые ей для производства материалы.;X
INPUT_LACKING;На рынке не хватает товара §Y$GOOD$§W, чтобы удовлетворить все потребности фабрики в материалах на производство.;X
OUTPUT_WASTED;$NUM$ из $PRODUCED$ ед. товара §Y$GOOD$§W не были проданы вчера.;X
TRADE_CONFIRM_DESC;Ручное управление торговли означает, что нам однажды может потребоваться взять заем, чтобы купить требуемый товар.;X
BUDGET_TAX_EFFICIENCY;Эффективность налогообложения: §Y$VALUE$%§W;X
BUDGET_TAX_EFFECT;Эффективная ставка налогообложения: §Y$VALUE$%§W;X
#added for russian version;;X
PROVINCEVIEW_CORES2;Нац. пров.:;X
Select;Выбрать;X
BUY;Покупать;X
SELL;Продавать;X
Maneuver;Маневренность;X
AUTOSAVING;Идет сохранение;X
MAP_SAVED;Карта сохранена;X
SCREENSHOT_TAKEN;Скриншот сделан;X
HAS_NO_UNION_TAG;Не существует державы;X
noculture;нет_культуры;X
act_1867_title;Акт о Британской Северной Америке 1867;X
act_1867_desc;Он учредил Доминион Канада, состоявший из четырёх колоний Британской империи: Онтарио и Квебека — бывшей Провинции Канада (или Соединённой Канады),— Нью-Брансуика и Новой Шотландии. Этот закон, включающий 147 статей, вводил в силу положения конституции современной Канады, и, с тех пор неоднократно исправлявшаяся, сегодня она по-прежнему действует.;X 
act_1871_title;Акт о Британской Северной Америке 1871;X
act_1871_desc;Акт о Британской Северной Америке 1871 (год 34-35 правления Виктории, гл. 28), изданный 29 июня 1871, подтверждает два закона, принятых Парламентом Канады: Акт 1869 о Северо-Западной территории и Акт о Манитобе 1870 — и разрешает создание дополнительных провинций на территориях, не входящих ни в одну провинцию. Он позволяет Канаде создавать новые провинции и территории, а также изменять границы провинций при согласии соответствующих провинций. Он также признаёт создание провинции Манитоба и включение в состав Канады Земли Руперта и Северо-Западной территории, что позволит канадскому Парламенту и законодательным собраниям Онтарио и Квебека расширить границы Онтарио и Квебека, чтобы присоединить часть этих новых территорий.;X 
australia_dominion_title;Австралийский союз;X
australia_dominion_desc;1 января 1901 года была образована Австралийская федерация на правах доминиона Британской Империи. Вступил в силу закон (ставший конституцией) о создании Австралийского Союза, объединились шесть колоний – Новый Южный Уэльс, Виктория, Квинсленд, Южная Австралия, Западная Австралия и Тасмания.;X
newzeland_dominion_title;Новозеландский доминион;X
newzeland_dominion_desc;В мае 1907, на Имперской Конференции, представители Новой Зеландии, подали прошение на имя короля, с просьбой присвоения им статуса доминиона. Прошение было принято, и уже 26 сентября был образован Новозеландский Доминион с фактически независимым управлением, собственной внутренней и внешней политикой.;X
southafrica_dominion_title;Акт о Южной Африке;X
southafrica_dominion_desc;На основании Акта о Южной Африке принятого Британским парламентом 31 мая 1910 года был образован Южно-Африканский Союз, включавший в себя четыре британских колонии: Капскую колонию, Натал, Колонию Оранжевой реки и Трансвааль. Сам ЮАС вошёл в Британскую империю на правах доминиона.;X
ireland_dominion_title;Англо-ирландский договор;X
ireland_dominion_desc;Англо-Ирландский договор (официальное название — Статьи соглашения по договору между Великобританией и Ирландией) — договор между правительством Соединённого королевства Великобритании и Ирландии и представителями самопровозглашённой Ирландской республики. Договор создал автономный доминион, Ирландское Свободное государство, в составе Британской империи, при условии, что Северная Ирландия, созданная Четвёртым актом о Гомруле 1920-го года (англ), может при желании выйти из его состава.;X
rus_court_reform_title;Судебный устав 1864 года;X
rus_court_reform_desc;Устав вводил единую систему судебных учреждений, исходя из формального равенства всех социальных групп перед законом. Судебные заседания проводились с участием заинтересованных сторон, были публичными, и отчёты о них публиковались в печати. Тяжущиеся стороны могли нанимать для защиты адвокатов, имевших юридическое образование и не состоявших на государственной службе. Центральный элемент реформы – введение суда присяжных. Реформа обеспечила гласность, состязательность и бессословность судопроизводства.;X
zemstvo_reform_title;Земская реформа;Х
zemstvo_reform_desc;Реформа состояла в том, что вопросы местного хозяйства, взыскание налогов, утверждение бюджета, начального образования, медицинского и ветеринарного обслуживания отныне поручались выборным учреждениям — уездным и губернским земским управам. Земские управы состояли из 6 человек, назначаемых земскими собраниями. Собрания созывались один раз в год, но в чрезвычайных ситуациях могли собираться и чаще. Управы работали на постоянной основе. Собрания давали распоряжения и контролировали их выполнение, а управы собственно занимались выполнением решений. Земские собрания можно сравнить с местными парламентами, а управы - с правительствами.;Х
zemstva;Земские учреждения;Х
zemstva_desc;Выборные органы местного самоуправления (земские собрания, земские управы). Ведают просвещением, здравоохранением, строительством дорог и т. д.;Х
create_govement_duma_title;Государственная дума;Х
create_govement_duma_desc;Манифестом от 6 августа 1905 года, император Николай II учредил Государственную Думу как «особое законосовещательное установление, коему предоставляется предварительная разработка и обсуждение законодательных предположений и рассмотрение росписи государственных доходов и расходов». Вскоре, после многочисленных акций протеста, последовал новый манифест от 17 октября 1905 года , установивший «как незыблемое правило, чтобы никакой закон не мог восприять силу без одобрения Государственной думы». Таким образом дума из совещательного органа, превратилась в законодательный.;Х
greek_project_title;Греческий проект;X
greek_project_desc;Греческий проект был впервые сформулирован Екатериной II в письме австрийскому импературу. Суть его заключалась в том, чтобы в случае безоговорочной победы над турками и взятия Константинополя, создать новую «Византийскую империю».;X
EVTNAME95100;Краковское Восстание;X
EVTDESC95100;Краковское восстание 1846, восстание в Кракове против австрийского господства и феодальных порядков. Происходило в условиях кризиса феодальной системы, усиления социального и национального гнёта, подъёма освободительной борьбы в польских землях и назревания революционного кризиса в Европе. Планировалось как часть общепольского восстания, подготовлявшегося польскими национально-освободительными организациями во главе с Польским демократическим обществом. Овладев городом, повстанцы 22 февраля сформировали Национальное правительство Польской республики, которое в изданном им манифесте призвало народ к борьбе за национальную независимость, провозгласило демократические права, отмену феодальных повинностей, передачу в собственность крестьян их земельных наделов. 3 марта революционный Краков пал под ударами объединённых сил царской России и Австрии. ;X
EVTOPTA95100;За вашу и нашу свободу!;X
EVTNAME95101;Краковское Восстание;X
EVTDESC95101;Краковское восстание 1846, восстание в Кракове против австрийского господства и феодальных порядков. Происходило в условиях кризиса феодальной системы, усиления социального и национального гнёта, подъёма освободительной борьбы в польских землях и назревания революционного кризиса в Европе. Планировалось как часть общепольского восстания, подготовлявшегося польскими национально-освободительными организациями во главе с Польским демократическим обществом. Овладев городом, повстанцы 22 февраля сформировали Национальное правительство Польской республики, которое в изданном им манифесте призвало народ к борьбе за национальную независимость, провозгласило демократические права, отмену феодальных повинностей, передачу в собственность крестьян их земельных наделов. 3 марта революционный Краков пал под ударами объединённых сил царской России и Австрии. ;X
EVTOPTA95101;Уничтожить повстанцев и ликвидировать республику!;X
EVTOPTB95101;Пусть делают, что хотят;X
EVTNAME95180;Упразднение султаната;X
EVTDESC95180;Для нашей страны настали тяжелые времена, мне лишились всех национальных окраин. Пришло время упразднить империю и провозгласить турецкую нацональную республику.;X
EVTOPTA95180;Да здравствует республика!;X
EVTNAME95150;Великий Сибирский Путь;X
EVTDESC95150; 5 (18) октября 1916 года, пуском моста через Амур близ Хабаровска была закончена постройка Транссибирской железнодорожной магистрали. Эта железная дорога  соединяла Москву и крупнейшие восточно-сибирские и дальневосточные промышленные города России и являлась самой длинной в мире.;X
EVTOPTA95150;Хорошо;X
EVTNAME95151;Броненосец Потемкин;X
EVTDESC95151;Броненосец «Потемкин» — немой художественный фильм, снятый режиссёром Сергеем Эйзенштейном в 1925 году. Сюжет фильма повествует о том, как матросы одного из кораблей Черноморского флота, стоящего на рейде Одессы, взбунтовались из-за того, что их кормили червивым мясом. Зачинщики бунта приговариваются к расстрелу, однако, во время исполнения казни остальные матросы бросаются им на выручку. Офицеров корабля выбрасывают за борт, но вдохновитель восстания матрос Вакуленчук гибнет в схватке. В городе поднимается восстание, но правительственные войска безжалостно расстреливают мирных жителей на знаменитой одесской лестнице. На подавление бунта направляется Черноморская эскадра, но матросы отказываются стрелять по восставшим, и броненосец «Потёмкин» победно проходит через грозный строй кораблей. Фильм неоднократно в разные годы признавался лучшим или одним из лучших фильмов всех времён и народов по итогам опросов критиков, кинорежиссёров и публики.;X
EVTOPTA95151;Хорошо;X
EVTNAME95152;Февральская Революция;X
EVTDESC95152;Февральская Революция 1917 года началась с забастовки путиловских рабочих в Петрограде 18 февраля. Через несколько дней беспорядки перекинулись на весь город. В ночь с 26 на 27 февраля к рабочим присоединились восставшие солдаты, утром 27 был сожжен окружной суд и захвачен дом предварительного заключения, из тюрьмы были освобождены заключенные, среди которых было немало членов революционных партий, арестованных в последние дни. 27 февраля были захвачены Арсенал и Зимний дворец.  В тот же день был образован Исполком Совета рабочих и солдатских депутатов Петрограда, а члены Прогрессивного блока создали Временный комитет Думы, взявший на себя инициативу «восстановления государственного и общественного порядка».;X
EVTOPTA95152;Подписать отречение от престола;X
EVTOPTB95152;Направьте гарнизоны в Петроград и подавите мятеж!;X
EVTNAME95153;Октябрский переворот;X
EVTDESC95153;«Курс на вооружённое восстание» был принят большевиками ещё на VI съезде, в начале августа, но в то время загнанная в подполье партия не могла даже готовиться к восстанию.Но вскоре ситуация изменилась. В ночь с 24-го на 25 октября силы большивиков, разоружая выставленные правительством караулы, взяли под свой контроль вокзалы, электростанцию, телефонную станцию, телеграф и т. д. А 26 октября вооружёнными рабочими, солдатами петроградского гарнизона и матросами Балтийского флота во главе с Владимиром Антоновым-Овсеенко был взят Зимний дворец и арестовано Временное правительство;X
EVTOPTA95153;Нам надо бежать!;X
EVTOPTB95153;Направить все силы на подавление восстания!;X
SOV;СССР;X
SOV_ADJ;Советск.;X
SOV_communist_2;ВКП(б);X
russian_provisional_government;Временное правительство;X
russian_provisional_government_desc;После падения предыдущего режима в нашей стране было сформировано временное правительство.;X
BLR;Беларусь;X
BLR_ADJ;Беларусск.;X
create_ussr_title;Договор об образовании СССР;X
create_ussr_desc;Договор был принят 29 декабря 1922 года на конференции делегаций от съездов Советов четырёх республик РСФСР, УССР, БССР и ЗСФСР. Утверждён 30 декабря 1922 года на Первом съезде советов Союза Советских Социалистических Республик. Последняя дата считается датой образования СССР. Утверждение договора юридически оформило создание нового государства в составе четырёх союзных советских республик. Впоследствии договор стал составной частью первой советской конституции.;X
EVTNAME95154;Падение коммунизма;X
EVTDESC95154;Идеи марксизма-ленинизма потерпели фиаско в нашей стране. Теперь Советский Союз будет расформирован.;X
EVTOPTA95154;Да здравствует новая Россия!;X
BLR_conservative;Христианско-консервативная партия;X
BLR_liberal;Народный фронт;X
BLR_reactionary;Правый блок;X
BLR_anarcho_liberal;Революционное действие;X
BLR_socialist;Грамада;X
BLR_communist;Коммунистическая партия;X
BLR_fascist;Фашистская партия;X
EVTNAME95102;Польское национально - освободительное движение;X
EVTDESC95102;Девятнадцатый век в истории Польши был наполнен драматическими событиями борьбы польского народа за независимость. Польское национально-освободительное движение было направлено против решения Венского конгресса и Священного союза. Дробление государства иностранными державами потрясло передовых людей Польши вследствие чего недовольство выразилось в форме вооруженной борьбы за независимость.;X
EVTOPTA95102;Пусть только попробуют!;X
EVTNAME95155;Памятник семи генералам;X
EVTDESC95155;Памятник семи генералам - памятник, установленный в Варшаве по приказу Николая I, в честь польских военачальников (шести генералов и полковника), убитых повстанцами в ходе Ноябрьского восстания вечером 17 (29) ноября 1830 за отказ нарушить присягу, данную царю польскому и императору всероссийскому Николаю I. Памятник был крайне непопулярен среди горожан, которые считали восставших в 1830 героями, а погибших от их рук генералов — национальными изменниками.;X
EVTOPTA95155;Слава Героям!;X
struggle_for_independence;Борьба за независимость;X
EVTNAME95156;Пратулинские мученики;X
EVTDESC95156;Чтобы уменьшить влияние Католической церкви на общественную жизнь Польши после восстания, царское правительство приняло решение о переводе в православие принадлежащих к Украинской греко-католической церкви украинцев Холмской губернии. В январе 1874 года в село Пратулин был направлен перешедший в православие священник, но прихожане отказались отдать ему ключи от церкви. Настоятель направил жалобу, полицейский исправник убеждал крестьян подчиниться. 24 января в село была направлена рота солдат, которая открыла огонь по собравшимся у церкви крестьянам. Было убито 13 человек и 200 ранено. Многие подверглись порке.;X
EVTOPTA95156;Бунтовщики получили по заслугам;X
EVTNAME95157;Народная воля;X
EVTDESC95157;«Народная воля» - революционная народническая организация, возникшая в 1879 году и поставившая основной целью принуждение правительства к демократическим реформам, после которых можно было бы проводить борьбу за социальное преобразование общества. Одним из основных методов политической борьбы «Народной воли» стал террор. В частности, члены террористической фракции Народной воли рассчитывали подтолкнуть политические изменения казнью императора Александра II. От названия организации образовано наименование ее участников — народовольцы.;X
EVTOPTA95157;Бунтовщики получили по заслугам;X
EVTNAME95158;Война и мир;X
EVTDESC95158;1867 год. Л. М. Толстой закончил работу над эпохальным романом своего творчества «Война и мир». Автор отмечал, что в «Войне и мире» он «любил мысль народную», поэтизируя простоту, доброту и нравственность русского человека. Эту «мысль народную» Л. Толстой раскрывает, изображая события Отечественной войны 1812 года. Не случайно Л. Толстой описывает войну 1812 года лишь на территории России. Историк и художник-реалист Л. Толстой показал, что Отечественная война 1812 года была войной справедливой. Обороняясь, россияне подняли «дубинку народной войны, которая наказывала французов к тому времени, пока нашествие не будет прекращено». Война коренным образом изменила жизнь всего русского народа.;X
EVTOPTA95158;Величайшее произведение!;X
EVTNAME95181;Балканский вопрос;X
EVTDESC95181;Ещё во времена Великого переселения народов на Балканском полуострове стали появляться народы, ранее не проживавшие там. К моменту раздела Римской империи регион входил в состав Восточной Римской империи, и новые народы вели постоянную борьбу с константинопольскими императорами. Ситуация изменилась в начале XV века, когда турки из Малой Азии начали проникать на Балканы. Ликвидация Византийской империи и падение Константинополя позволили Османской империи, мощь которой постоянно росла, полностью занять Балканский полуостров. Народы, проживавшие там, также оказались в составе империи. Ситуацию усугубляло то, что все они различались по происхождению, вероисповеданию и национальной принадлежности. На Балканском полуострове часто происходили антитурецкие восстания, большинство из которых завершались поражением восставших.;X
EVTOPTA95181;Не обращайте внимания;X
EVTNAME95182;Апрельское восстание;X
EVTDESC95182;Апрельское восстание — национально-освободительное восстание в Болгарии. Подготовлялось Болгарским революционным центральным комитетом, находившимся в Джурджу, и революционными комитетами в Болгарии. Наибольший размах получило в южной Болгарии, где главными центрами восстания, во главе которого стояли Т. Каблешков, Г. Бенковский и др., были города Панагюриште, Копривштица, сёла Батак, Перуштица. Однако плохо вооружённые отряды повстанцев были разгромлены турецкими войсками. Апрельское восстание стало крупнейшим выступление болгарского народа против турецкого ига.;X
EVTOPTA95182;Разгромить сепаратистов;X
EVTOPTB95182;Начать переговоры с повстанцами;X
create_rom_title;Малое объединение;X
create_rom_desc;Объединение Дунайских княжеств — процесс создания государства Румыния, заключавшийся в объединении Дунайских княжеств (Валахии и Молдавии без Бессарабии) в единое государство. Завершился возникновением Объединённого княжества Валахии и Молдавии — первого государственного образования румын.;X
EVTNAME95190;Переговоры об объединении;X
EVTDESC95190;Соединенные провинции Валахии и Молдавии — проект государственного союза Молдавского княжества и Валахии, разработанный после Крымской войны Францией и Великобританией. Проект предполагал частичное объединение Дунайских княжеств и создание союза в составе Османской империи.;X
EVTOPTA95190;Да, здравствует румынский народ!;X
EVTOPTB95190;Думаю, наши народы еще не готовы к объединению;X
EVTNAME95159;Смерть Ленина;X
EVTDESC95159;21 января 1924 года после продолжительной болезни скончался «вождь мирового пролетариата», революционер, создатель Российской социал-демократической рабочей партии (большевиков), один из организаторов и руководителей Октябрьской революции 1917 года в России, создатель первого в мировой истории социалистического государства Владимир Ульянов (Ленин). 23 января гроб с телом Ленина был перевезён в Москву и установлен в Колонном зале Дома Союзов. Официальное прощание проходило в течение пяти дней и ночей. 27 января гроб с забальзамированным телом Ленина был помещён в специально построенном на Красной площади Мавзолее.;X
EVTOPTA95159;Вечная память;X
mavzoley;Мавзолей;X
bulgar_cherch_title;Болгарский экзархат;X
bulgar_cherch_desc;Одностороннее провозглашение автокефалии иерархами Константинопольского Патриархата болгарского происхождения и создание Болгарского экзархата, независимого от Констанстинопольского патриарха.;X
EVTNAME95191;Съезд в Альба-Юлии;X
EVTDESC95191;В 1918 году после разгрома Австро-Венгрии в Первой мировой войне в городе Алба Юлия состоялся съезд трансильванских румын, принявший решение об объединении Трансильвании с Румынией.;X
EVTOPTA95191;Слава Румынии!;X
EVTOPTB95191;Трансильвания должна быть независимой;X
EVTNAME95192;Омладина;X
EVTDESC95192;"Омладина  — сербское тайное общество, имеющее целью объединение и независимость всех частей сербского народа. Первоначально это был литературный кружок, основанный в 1848 г. сербскими студентами в городе Пресбурге, которые свои поэтические произведения печатали особыми сборниками под общим заголовком Омладина. Вскоре после своего основания общество Омладина становится доступным для всей сербской учащейся молодежи вообще. В 1870 г. начинает выходить, на средства Омладины, «Политични Pјечник»; еще раньше был основан политический журнал «Млада Србадја» (Молодая Сербия). Не имея возможности выступать открыто, деятели Омладины сливаются с национальной оппозицией.";X
EVTOPTA95192;Хорошо;X
annex_sie_title;Великое объединение;X
annex_sie_desc;Присоединение Трансильвании к Румынии (в Румынии носит название Великого объединения) - политическое событие, начавшееся 1 декабря 1918 года в ходе распада Австро-Венгрии, когда на съезде румын в городе Алба-Юлия делегатами было принято решение о вхождении ранее венгерской Трансильвании в состав королевства Румыния.;X
namest_ustav_title;Наместнический устав;X
namest_ustav_desc;Наместнический устав 1869 года расширял демократические свободы и прерогативы периодически созываемой скупщины, без согласия которой князь не мог издавать законы.;X
chernogor_zakonnik_title;Имущественный законник;X
chernogor_zakonnik_desc;Имущественный законник Черногории - всеобщий имущественный свод законов. Он считается шедевром Валтазара Богижика, одного из самых выдающихся юристов Европы конца XIX века. Этот закон привел в систему обычные юридические нормы, основываясь на европейских гражданских законах. Также туда вошли принципы, разработанные самим Богижиком и некоторые старые законы Черногории.;X
EVTNAME95193;Битва в Грахово;X
EVTDESC95193;Мирко Петрович-Негош, старший брат князя Данило, возглавил армию в 7500 человек и выиграл важное сражение против турок, чья армия по разным оценкам составляла от 7000 до 13 000 человек. Сражение проходило 1 мая 1858 года у местечка Грахово. Победа под Граховачем вынудила Великие Державы официально разделить границы между Черногорией (де-факто независимой на протяжении многих лет) и Османской империи. Черногории удалось значительно расширить свою территорию.;X
EVTOPTA95193;Великая победа!;X
EVTNAME95140;Международная Комиссия по Черногории;X
EVTDESC95140;После битвы под Граховачем крайне остро стал вопрос об официальном разделении границы между Черногорией и Османской империей. Мы, как Великая Держава должны решить вопрос о демаркации границы этих государств.;X
EVTOPTA95140;Утвердить демаркацию границы;X
EVTOPTВ95140;Отклонить декларацию;X
EVTNAME95183;Конференция в Стамбуле;X
EVTDESC95183;Были окончательно установлены границы Черногории. Международная Комиссия утвердила демаркацию местоположения Черногории и фиксировала ее государственные границы. Таким образом Черногории удалось значительно расширить свою территорию.;X
EVTOPTA95183;Проклятые мятежники!;X
EVTNAME95160;Тысячелетие России;X
EVTDESC95160;Памятник «Тысячелетие России» — монумент, воздвигнутый в Великом Новгороде в 1862 году в честь тысячелетнего юбилея легендарного призвания варягов на Русь. Авторами проекта памятника являются скульпторы Михаил Микешин, Иван Шредер и архитектор Виктор Гартман.;X
EVTOPTA95160;Слава России!;X
anatolian_reconstruction_title;Реконструкция Анатолии;X
anatolian_reconstruction_desc;После того, как как наш Император снова въехал в по праву принадлежащий нам Константинополь, наша Империя также обрела и земли Анатолии. На возвращённых территориях развернулась кампания по эллинизации, направленная на ликвидацию последствий османского правления.;X
turkish_reconquista_title;Турецкая реконкиста;X
turkish_reconquista_desc;"Нашей стране и нашему народу удалось разбить так называемую ""Византийскую империю"" и вернуть исконные земли в Малой Азии. Пришла пора покончить с наследием, которое эта ""империя"" за своё недолгое существование успела оставить и уничтожить следы ""эллинизации"" нашей страны.";X
EVTNAME95280;Синьхайская революция;X
EVTDESC95280;С конца XIX века некогда могущественную Цинскую империю постигла череда неудач. Несколько проигранных войн, приведших к утрате части территории, выплате огромных контрибуций и лишению части суверенитета, фактически превратили Китай в полуколнию. После ихэтуаньского восстания и оккупации Россией части Маньчжурии, престиж правящей династии был окончательно подорван, результатом чего в итоге стала синьхайская революция.;X+
EVTOPTA95280;Да здравствует республика!;X
move_capital_to_moscow_title;Перенести столицу в Москву;X
move_capital_to_moscow_desc;Революция и последующая за ней угроза интервенции высветила неблагоприятное положение столицы, находящейся менее, чем в тридцати пяти километрах от государственной границы. Ввиду данных обстоятельств, было решено вернуть столицу в историческую колыбель России - в Москву.;X
rename_congo_title;Строительство в Конго;X
rename_congo_desc;Теперь, когда Конго принадлежит нам, мы можем построили города, названные в честь великих исследователей Африки и нашего славного короля Леопольда!;X
become_flanders_title;Провозгласить Фландрию;X
become_flanders_desc;Теперь, когда Валлония больше не принадлежит нам, нам ничего не остаётся, кроме как провозгласить себя Фландрией. Единая Бельгия пала.;X
become_wallonia_title;Провозгласить Валлонию;X
become_wallonia_desc;Теперь, когда Фландрия больше не принадлежит нам, нам ничего не остаётся, кроме как провозгласить себя Валлонией. Единая Бельгия пала.;X
become_belgium_title;Провозгласить Бельгию;X
become_belgium_desc;Раздельное проживание столь близких народов, как наши, оказалось исторической ошибкой, виной которому были махинации политиков и финансовых воротил. Но теперь Валлония и Фландрия вновь едины, и ничто более не разлучит их!;X
education_decree_1863_title;Декрет об образовании на Филиппинах;X
education_decree_1863_desc;Посредством Декрета об образовании 1863г., Королева Изабелла II объявила об учреждении бесплатной обществнной школьной системы на Филиппинах, в которой испанский язык использовался в качестве языка обучения, т.о. повысив граммотность филиппинцев. Это был первый из множества подобных колониальных декретов, изданных испанским правительством на Филиппинах, который позволил назвать Филиппины едва ли не единственным местом на Земле, процветающим под колониальным правлением.;X
treaty_of_paris_1898_title;Парижский договор;X
treaty_of_paris_1898_desc;Испании не осталось другого выбора, кроме как признать, что она больше не в состоянии контролировать свои Карибские и Тихоокеанские колонии. Если мы начнём с испанцами мирные переговоры, возможно что они согласятся окончить эту войну и уступить нам свои колонии в обмен на денежную компенсацию. Некоторые, возможно увидят в этом начало американского колониализма, но для нашего правительства, это лишь признание того, что Соединённые Штаты стали мировой державой.;X
moret_law_title;Закон Морета;X
moret_law_desc;Закон Морета гарантировал свободу рабам на Пуэрто-Рико, рождённым после 1868г., рабам служившим в испанской армии, рабам старше 60 лет и рабам, принадлежащим испанскому правительству. Это была первая из серии реформ по отмене рабства в Пуэрто-Рико и друих испанских колониях.;X
grande_louisiane_title;Возрождение Новой Франции;X
grande_louisiane_desc;С тех пор, как мы освободились от англо-саксонского ига, наше государство окрепло, и мы можем потребовать назад все территории, некогда входившие в состав Новой Франции. Vive La Grande Louisiane!;X
сhristiania_oslo_title;Переименовать Христианию;X
christiania_oslo_desc;Люди Норвегии решили вернуть своей столице Христиании её исконное, норвежское наименование "Осло".;X
norvegian_industralisation_title;Норвежская индустриализация;X
norvegian_industralisation_desc;Во втором десятилетии XX века для молодого государства остро встала проблема технической отсталости, так как шведская администрация не заботилась о развитии нашего региона. Теперь же мы сами решаем свою судьбу и принимаем решение организовать норвежскую промышленность как образец европейской индустрии.;X